filename,page_number,sentence,aspect,aspect_category,ontology_uri,sentiment,tone,confidence
Sustainability Report 2023 PT Berlina Tbk.pdf,86,"the Company generated direct GHG emissions [Scope 1] from the consumption of fuel oil and fuel gas amounting to 11.763.361 kgCO2 eq, an increase compared with 11.496.864 kgCO2 eq in 2022",emissions,E,GRI305,negative,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,87,"CO2 emissions from fuel oil (Scope 1) decreased from 64,365,44 kg in 2021 to 35,714,14 kg in 2023.",emissions,E,GRI305,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,87,"CO2 emissions from natural gas (Scope 1) increased from 7,921,919,28 kg in 2021 to 11,657,223,92 kg in 2023.",emissions,E,GRI305,negative,Outcome,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,88,indirect GHG emissions [...] decreased by 15.5%...... (Scope 2),emissions,E,GRI305,positive,Outcome,0.98
Sustainability Report 2023 PT Berlina Tbk.pdf,89,"Intensitas emisi GRK tahun 2023 adalah sebesar 3.146,44 kgCO₂e/ton, turun dibandingkan tahun 2022 yang mencapai 3.324,19 kgCO₂e/ton.",GHG emission intensity,E,GRI305,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,89,"Emisi GRK [Cakupan 3] tidak langsung lainnya dari perjalanan dinas dengan pesawat terbang tidak dimasukkan dalam perhitungan intensitas emisi karena tidak berdampak langsung terhadap proses produksi, dan personel yang menggunakan pesawat terbang dalam perjalanan dinas relatif terbatas.",Scope 3 emissions,E,GRI305.3,neutral,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,89,"Dengan pulihnya mobilitas setelah pandemi, frekuensi penggunaan pesawat terbang meningkat sesuai dengan kebutuhan Perseroan.",Business travel frequency,E,GRI305.3,positive,Outcome,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,89,Emisi GRK [Cakupan 3] tidak langsung lainnya dihitung dengan menggunakan kalkulator karbon dari ICAO.,GHG emission calculation method,E,GRI305.3,neutral,Commitment,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,90,The Company implements a waste management policy according to the types of waste to prevent adverse environmental impacts.,waste management,E,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,90,"The Company focuses on recycling economic waste through 5R (Concise, Neat, Clean, Care, Diligent) and 3R (Reduce, Reuse & Recycle) programs as part of its 'Green Company' initiative.",recycling,E,GRI305,positive,Commitment,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,90,Non-economic waste is minimized by considering post-use processing risks and environmental/community impacts.,non-economic waste,E,GRI305,positive,Action,0.89
Sustainability Report 2023 PT Berlina Tbk.pdf,90,Material waste with noneconomic value is minimized as part of intensive waste reduction efforts.,waste reduction,E,GRI305,positive,Outcome,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,90,The Company collaborates with competent third parties for managing hazardous and toxic (B3) waste to prevent environmental pollution risks.,hazardous waste management,E,GRI305,positive,Action,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,91,"Total generated solid waste decreased to 3,912 tons in 2023 compared to 5,777.4 tons in 2021.",solid waste generated,W,GRI306.1-3,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,91,"Reuse of solid waste increased to 2,699 tons in 2023 from 2,351.7 tons in 2021.",solid waste reuse,W,GRI306.4,positive,Action,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,91,Total hazardous solid waste generated increased to 30 m³ in 2023 from 17.7 m³ in 2021.,hazardous solid waste generated,W,GRI307.1,negative,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,91,Hazardous liquid waste generated increased to 14.77 m³ in 2023 from 14.1 m³ in 2021.,hazardous liquid waste generated,W,GRI307.2,negative,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,91,"Total waste sent to landfills decreased to 196 m³ in 2023 from 1,800 m³ in 2021.",solid waste landfilling,W,GRI306.8,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,92,"Komitmen Perseroan terhadap kelestarian lingkungan juga ditunjukkan melalui entitas anak, yaitu PT Natura Plastindo (NP), yang mengkhususkan usaha guna mendukung penerapan konsep ekonomi sirkular.",circular economy,E,SDG12,positive,Commitment,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,92,"NP yang berdiri pada tahun 2013 ini mendaur ulang post-consumer waste dari jenis material plastik polyethylene, polypropylene, dan polycarbonate sehingga siap digunakan",plastic recycling,E,GRI306,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,92,"NP yang berdiri pada tahun 2013 ini mendaur ulang post-consumer waste dari jenis material plastik polyethylene, polypropylene, dan polycarbonate sehingga siap digunakan, baik untuk kebutuhan Perseroan maupun pelanggan lainnya.",plastic recycling,E,GRI306,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,92,Peran NP sangat vital dalam mendukung program Perseroan untuk mengelola limbah plastik yang dihasilkan dengan menyerap sampah kemasan plastik yang beredar di masyarakat.,plastic waste management,E,GRI306,positive,Action,0.89
Sustainability Report 2023 PT Berlina Tbk.pdf,92,Perusahaan juga menjalin kerjasama dengan pengepul limbah profesional dan juga memberdayakan warga setempat untuk mendapatkan penghasilan dengan memilah sampah kemasan plastik (post-consumer waste) untuk bahan baku daur ulang.,community empowerment,S,GRI405,positive,Action,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,92,Sampah-sampah hasil konsumsi rumah tangga yang dikumpulkan dan didaur ulang mampu menggerakkan perekonomian dan menghindarkan lingkungan dari pencemaran material plastik.,economic impact through recycling,G,SDG8,positive,Outcome,0.87
Sustainability Report 2023 PT Berlina Tbk.pdf,92,Perseroan juga sangat mendukung para pelanggan multinasional dalam penggunaan Post-Consumer Recycled plastic (PCR) sebagai bahan baku kemasan.,plastic recycling,E,SDG12,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,92,"Perusahaan mengembangkan komitmen untuk mencapai 100% Reduce, Reuse, dan Recycle pada tahun 2025.",circular economy,E,SDG12,positive,Commitment,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,92,Perusahaan memperoleh sertifikasi ISO 14001 untuk membuktikan komitmennya dalam tanggung jawabnya terhadap tanggung jawab lingkungan.,environmental management systems,E,GRI301,positive,Achievement,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,92,Perusahaan memperoleh sertifikasi ISO 45001 untuk membuktikan komitmennya dalam tanggung jawabnya terhadap keamanan kerja.,occupational health and safety,S,GRI405,positive,Achievement,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,93,The Company carries out these following distinct policies and efforts: 1. providing a cooling system with a close-loop system; 2. utilizing the results of the Wastewater Treatment Plant (WWTP).,water consumption,E,GRI303-5,positive,Action,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,93,"the volume of water consumption in 2023 was 111,325 m³, a decrease of 16,365 m³ or 12.8% compared to 2022 which reached 127,690 m³. The decrease occurred due to adjustments to the decline in production volumes and improvements to installations that detected an increase in consumption.",water consumption,E,GRI303-5,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,95,"The Company adheres to the principle of prudence in carrying out its business activities to avoid any spill incidents that potentially affect the quality of soil, water, air, biodiversity, and the health of employees.",spill prevention,E,GRI305,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,95,"The Company supports biodiversity preservation through various efforts, including supporting conservation activities via CSR programs, such as tree planting in factories and distributing plant seeds to residents.",biodiversity,E,GRI303,positive,Action,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,96,Perseroan tidak membangun atau menjalankan usaha di lokasi yang berdekatan dengan kawasan lindung atau kawasan dengan nilai keanekaragaman hayati tinggi di luar kawasan lindung.,biodiversity,S,GRI305,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,96,Kepatuhan terhadap regulasi lingkungan merupakan salah satu prioritas bagi Perseroan dalam upaya mewujudkan lingkungan lestari.,environmental compliance,E,GRI303,positive,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,96,"Dengan mengalokasikan biaya lingkungan yang alokasi penggunaannya sangat beragam, Komitmen Perseroan terhadap lingkungan juga diwujudkan.",environmental costs,E,GRI304,neutral,Outcome,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,96,"Pada tahun pelaporan, Perseroan tidak menerima pengaduan terkait lingkungan.",environmental compliance,E,GRI303,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,96,"Pada tahun 2023, Perseroan mengeluarkan biaya lingkungan sebesar Rp1.161,3 juta.",environmental costs,E,GRI304,neutral,Outcome,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,98,# KINERJA SOSIAL BERKELANJUTAN SUSTAINABLE SOCIAL PERFORMANCE,social performance,S,GRI400,neutral,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,99,"Pemangku kepentingan internal yang menopang eksistensi Perseroan meliputi manajemen dan karyawan, baik lintas divisi maupun level jabatan, termasuk dari entitas anak perusahaan.",pilar sosial (people),S,GRI303,positive,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,99,"triple bottom line yang merupakan kerangka berkelanjutan, dukungan segenap pemangku kepentingan termasuk dalam pilar sosial (people).",pilar sosial (people),S,SDG17,positive,Outcome,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,99,Pemenuhan tanggung jawab secara tepat dilakukan setelah Perseroan melakukan pemetaan dan kepentingan dari setiap pemangku kepentingan.,kepemuanan pemangku kepentingan,G,GRI303,positive,Action,0.97
Sustainability Report 2023 PT Berlina Tbk.pdf,99,Komitmen untuk memenuhi tanggung jawab terhadap semua pemangku kepentingan merupakan strategi terbaik guna mewujudkan hubungan yang harmonis.,komitmen pemangku kepentingan,S,GRI303,positive,Commitment,0.94
Sustainability Report 2023 PT Berlina Tbk.pdf,99,"Lebih dari itu, terciptanya hubungan yang harmonis sekaligus merupakan pondasi bagi keberlanjutan usaha Perseroan.",hubungan pemangku kepentingan,S,SDG8,positive,Outcome,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,100,The Company refers to the laws and regulations in Indonesia,corporate governance,G,GRI101,neutral,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Law of the Republic of Indonesia Number 40 of 2007 concerning Limited Liability Companies,corporate governance,G,GRI101,neutral,Commitment,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Law of the Republic of Indonesia Number 13 of 2003 concerning Manpower,labor practices,S,GRI404,neutral,Commitment,0.89
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Law of the Republic of Indonesia Number 11 of 2020 concerning Job Creation,job creation policies,S,SDG8,neutral,Commitment,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Law of the Republic of Indonesia Number 3 of 2014 concerning Industrial Affairs,industrial regulatory compliance,G,GRI301,neutral,Commitment,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Law of the Republic of Indonesia Number 8 of 1999 concerning Consumer Protection,consumer protection,S,GRI403,neutral,Commitment,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Law of the Republic of Indonesia No. 1 of 1970 concerning Work Safety,workplace safety,S,GRI308,neutral,Commitment,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Law of the Republic of Indonesia Number 36 of 2009 concerning Health,health and safety,S,GRI308,neutral,Commitment,0.87
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Presidential Regulation of the Republic of Indonesia Number 7 of 2019 concerning Occupational Diseases,occupational health,S,GRI309,neutral,Commitment,0.84
Sustainability Report 2023 PT Berlina Tbk.pdf,100,Financial Services Authority Regulation Number 51/POJK.03/2017 concerning Implementation of Sustainable Finance,sustainable finance,G,GRI101,positive,Action,0.89
Sustainability Report 2023 PT Berlina Tbk.pdf,101,The Company upholds the principle of equal employment opportunity (EEO) or non-discrimination in the workplace.,diversity,S,GRI404,positive,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,101,"Due to the Company's commitment to equality of work opportunities, there were no cases of discrimination, thus no corrective actions were needed.",diversity,S,GRI404,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,101,The Company prioritizes in hiring locals while providing opportunities for the local community to join according to established criteria.,local workforce development,S,SDG8,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,101,Recruitment processes ensure candidates meet competency standards and job specifications.,recruitment practices,S,GRI404,neutral,Action,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,101,Compliance with Law No. 13/2003 and ILO Convention No. 111/1958 aligns with frameworks for non-discrimination in labor practices.,labor practices,S,GRI404,neutral,Action,0.82
Sustainability Report 2023 PT Berlina Tbk.pdf,101,"The Company provides equal employment opportunities across all positions, including top management roles.",equity in leadership,S,SDG10,positive,Outcome,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,102,"As of December 31, 2023, The Company recruited 29 new employees, lower than 68 new employees in 2022, according to the availability of internal candidates and the Company's business growth.",workforce size,S,GRI3-3,neutral,Action,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,102,"Composition of new employees based on age shows varying distribution: 10 individuals aged ≤29 years, 18 in 30-50 years, and 1 aged ≥51 years.",age distribution,S,GRI3-3,neutral,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,102,Gender composition of new employees in 2023 includes 27 male and 2 female hires.,gender diversity,S,GRI3-3,negative,Outcome,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,102,"New employee distribution by working area includes 14 in West Java, 13 in East Java, 1 in Banten, 0 in Bali, and 1 in China.",geographic diversity,S,GRI3-3,neutral,Action,0.82
Sustainability Report 2023 PT Berlina Tbk.pdf,103,"The Company understands that employee turnover is a common phenomenon. However, it can have an impact that is less conducive to the Company's performance.",employee turnover,S,GRI3-3,negative,Outcome,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,103,Perseroan berupaya untuk mengelola tingkat turnover karyawan dengan sebaik-baiknya sehingga angkanya tidak terus meningkat.,employee turnover,S,GRI3-3,positive,Action,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,103,Kerasuhan akan lebih besar jika yang mengundurkan diri adalah karyawan yang cakap dan terampil di bidangnya.,skilled employee retention,S,GRI3-3,negative,Outcome,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,103,"Dengan demikian, karyawan yang berhenti bekerja karena pensiun alami atau meninggal tidak dihitung sebagai faktor tinggi atau rendahnya tingkat turnover.",turnover calculation methodology,S,GRI3-3,neutral,Commitment,0.82
Sustainability Report 2023 PT Berlina Tbk.pdf,103,[GRI 3-3],turnover data reporting,S,GRI3-3,neutral,Commitment,1
Sustainability Report 2023 PT Berlina Tbk.pdf,104,merekrut karyawan sesuai dengan kebutuhan dan standart kompetensi yang diperlukan (hire right person in the right position),recruitment practices,S,GRI401-1,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,104,menyelenggarakan pelatihan untuk meningkatkan kompetensi dan memperkecil gap,training programs,S,GRI401-1,positive,Action,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,104,menciptakan lingkungan kerja yang aman & menyenangkan,workplace safety,S,GRI405,positive,Commitment,0.94
Sustainability Report 2023 PT Berlina Tbk.pdf,104,memberikan job enlargement/ new assignment,job enrichment,S,GRI405,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,104,memberikan kompensasi dan benefit yang menarik,employee compensation,S,GRI401-1,positive,Action,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,104, memberi penghargaan bagi karyawan yang berprestasi dan karyawan dengan masa kerja yang panjang,employee recognition,S,GRI401-1,positive,Commitment,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,105,"The Company remains committed to comply with the labor law, including those related to employee benefits or wages.",wages,S,GRI2-21,positive,Commitment,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,105,"The Company applies the principle of non-discrimination so that every employee receives the same treatment, including the low-level permanent employees.",non-discrimination,S,GRI2-21,positive,Commitment,0.89
Sustainability Report 2023 PT Berlina Tbk.pdf,105,The provision of minimum wages for low-level employees is focused on ensuring employee welfare.,employee welfare,S,GRI201-1,positive,Commitment,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,105,"The minimum wage is adjusted to the price of basic needs, inflation rate, the standard of living, and other variables based on the province where the Company operates.",minimum wage adjustments,S,GRI305,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,105,The provision of minimum wages at the Company is in accordance with the Law of the Republic of Indonesia Number 6 of 2023 concerning the Stipulation of Government Regulation in Lieu of Law Number 2 of 2022 concerning Job Creation into Law...,regulatory compliance,S,GRI2-21,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The lowest level of employee salary at The Company's Head Office and factory at Cikarang is Rp5.219.263,00, which is 263% higher than the provincial minimum wage in West Java.",employee compensation,S,GRI404-02,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The Company's factory at Pandaan pays Rp4,515,133.00 for the lowest level of employee salary, which is 221% higher than the provincial minimum wage in East Java.",employee compensation,S,GRI404-02,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The lowest level of employee salary at The Company's factory in Tangerang is Rp4.584.519,08, which is 172% higher than the provincial minimum wage in Banten.",employee compensation,S,GRI404-02,positive,Outcome,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The Company's factory at Tabanan pays Rp2.824.613,12 for the lowest level of employee salary, which is 112% higher than the provincial minimum wage in Bali.",employee compensation,S,GRI404-02,positive,Outcome,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The factory of LPI (subsidiary) at Sidoarjo provides a minimum employee salary of Rp4,518,581.85, which is 221% higher than the provincial minimum wage in East Java.",employee compensation,S,GRI404-02,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The lowest level of employee salary at the LPI (subsidiary) factory in Cikarang is Rp5.137.575,00, which is 259% higher than the provincial minimum wage in West Java.",employee compensation,S,GRI404-02,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The factory of QTX (subsidiary) at Tangerang pays Rp4.584.519,08 for the lowest level of employee salary, which is 172% higher than the provincial minimum wage in Banten.",employee compensation,S,GRI404-02,positive,Outcome,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,106,"The lowest level of employee salary at The factory of NP (subsidiary) in Pasuruan is Rp4,515,133.00, which is 221% higher than the provincial minimum wage in East Java.",employee compensation,S,GRI404-02,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,107,Pendidikan dan pelatihan diselenggarakan dengan memegang prinsip kesetaraan.,Training Equality,S,GRI404-1,positive,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,107,"Selama tahun 2023, Perseroan telah melakukan pendidikan dan pelatihan yang diikuti oleh 1,235 karyawan dengan jam pelatihan 5,149 jam.",Employee Training Participation,S,GRI3-3,neutral,Action,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,107,Penurunan jam pelatihan ini dikarenakan pelatihan dilakukan dengan durasi jam yang lebih pendek untuk materi yang sama dengan tahun sebelumnya.,Training Duration Efficiency,S,GRI3-3,negative,Outcome,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,107,Jenis pendidikan dan pelatihan di Perseroan terdiri dari hard skill/technical skill dan soft skill.,Training Types,S,GRI3-3,neutral,Action,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,107,rerata jam pelatihan menurut jenis kelamin dan level jabatan disajikan dalam tabel berikut,Training Distribution by Demographics,S,GRI404-1,neutral,Action,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,108,"male employees received an average training hour of 4.0 hours per year in 2023, a decrease compared with an average of 4.2 hours per year in the previous year.",training hours,S,GRI403,neutral,Action,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,108,"female employees received an average education and training hour of 4.7 hours per year, also a decrease compared with an average of 6.4 hours per year in the previous year.",gender gap in training hours,S,GRI403,neutral,Commitment,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,108,"the cost incurred for education and training programs reached Rp20,680,000, a decrease compared with Rp24,200,000 in 2022.",education and training expenses,S,GRI403,neutral,Action,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,108,"rerata jam pelatihan level staf tercatat sebanyak 5.8 jam/tahun dan level general worker sebanyak 3.7 jam/tahun, sedangkan level manajemen, yang terdiri dari level Supervisor hingga Direksi sebanyak 4.2 jam/tahun.",training hours by job hierarchy,S,GRI403,neutral,Outcome,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,108,the Company will assess the performance of employees who meet the requirements to determine their career path through promotions.,career development,S,GRI403,neutral,Commitment,0.8
Sustainability Report 2023 PT Berlina Tbk.pdf,109,"Total employees receiving career path assessments increased from 25,000 in 2021 to 30,000 in 2023.",employee development,S,SDG8,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,109,"Promotions increased from 1,200 in 2021 to 1,500 in 2023.",promotions,S,GRI404,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,110,"The policy complies with Article 77 of Law No. 6/2023 and Law No. 11/2020, including Article 21 of Government Regulation No. 35/2021 on work agreements, outsourcing, working time, rest time, and termination of employment.",labor agreements,S,GRI400,positive,Commitment,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,110,"Employees who take overtime due to certain types of work, exceeding 40 hours in a week, are compensated in accordance with regulations to avoid forced labor.",forced labor prevention,S,GRI405,positive,Action,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,110,The age of employees at the company complies with Law No. 20/1999 on the Ratification of ILO Convention No. 138 Concerning Minimum Age for Admission to Employment and Law No. 1/2000 on the Ratification of ILO Convention No. 182 on the Prohibition and Immediate Action for the Elimination of Worst Forms of Child Labor.,child labor,S,GRI405,positive,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,110,The implementation of working hours with clear time limits aligns with Law No. 19/1999 on the Ratification of ILO Convention No. 105 on the Abolition of Forced Labor.,working hours,S,GRI406,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,110,"The company complies with labor laws concerning the prohibition of child and forced labor, resulting in no sanctions or fines from regulators.",labor compliance,S,GRI400,positive,Outcome,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,110,"During the reporting period, the company did not record any complaints related to child and forced labor.",child labor incidents,S,GRI405,positive,Outcome,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,111,The Company is committed to creating a healthy and safe work environment in accordance with Occupational Health and Safety (OHS) regulations.,Occupational health and safety,S,GRI403,positive,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,111,The main objectives of OHS are the realization of zero accident and the absence of occupational diseases.,Occupational accident/communicable diseases,S,GRI403-2,positive,Outcome,0.93
Sustainability Report 2023 PT Berlina Tbk.pdf,111,"The Company provides OHS facilities and infrastructure, including personal protective equipment (PPE) for employees, safety signs, fire extinguishers, hydrants, alarm systems, first aid kits, and poliklinics.",Occupational health and safety facilities,S,GRI403-1,positive,Action,0.92
Sustainability Report 2023 PT Berlina Tbk.pdf,111,The Company conducts regular check-up and maintenance to ensure that everything is functioning in a proper manner.,Occupational health and safety facilities maintenance,S,GRI403-2,positive,Action,0.88
Sustainability Report 2023 PT Berlina Tbk.pdf,111,The Company carries out regular training on safety awareness and emergency response.,Occupational health and safety training,S,GRI403-3,positive,Action,0.91
Sustainability Report 2023 PT Berlina Tbk.pdf,111,The announcement reminds all employees to be disciplined on implementing health protocols and compliance with OHS aspects.,OHS protocol compliance,S,GRI403-3,positive,Action,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,111,The Company is adopting ISO 45001:2018 as a manifestation of the Company's commitment to Occupational Health and Safety.,Occupational health and safety management systems,S,GRI403-1,positive,Commitment,0.94
Sustainability Report 2023 PT Berlina Tbk.pdf,111,The Company also registers employees to participate in the BPJS Employment and BPJS Health programs to support health and welfare.,Employee health insurance,S,SDG3-8,positive,Action,0.85
Sustainability Report 2023 PT Berlina Tbk.pdf,112,The Company held Safety Awareness/Safety Induction training for 294 participants in March and October 2023.,safety training,S,GRI4035,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,112,"The Company conducted Personal Hygiene, SHE, and 5R training for 332 participants in July, April, and October 2023.",personal hygiene,S,GRI4035,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,112,"The Company organized Fire Drill/Evacuation/Emergency Response training for 372 participants in February, September, October, and November 2023.",emergency response,S,GRI4035,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,112,The Company provided Personal Protective Equipment (PPE) training for 20 participants in March 2023.,PPE usage,S,GRI4035,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,112,The Company delivered Fire Extinguisher & Hydrant Operation training for 97 participants in March and August 2023.,fire safety equipment,S,GRI4035,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,113,"Pengetahuan terkait bahan kimia termasuk bahan berbahaya dan beracun, serta cara penanganan agar tidak membahayakan",bahan berbahaya dan beracun,E,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,113,Training Pertolongan Pertama Pada Kecelakaan (P3K) yang dilakukan secara internal oleh dokter perusahaan,ketahanan kerja,S,GRI403,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,113,Knowledge and skills of operators/technicians related to isolating hazardous energy and controlling machines/ equipment during maintenance to avoid work accidents,ketenaguesitas keselamatan operasional,S,GRI403,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,113,Pengetahuan mengenai pengoperasian forklift di area kerja,pengoperaan mesin industri,S,GRI403,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,113,"Pengetahuan mengenai penanganan kecelakaan kerja, peristiwa hampir celaka, serta pelaporanalnya",pengelolaan risiko kerja,S,GRI400,positive,Action,0.9
Sustainability Report 2023 PT Berlina Tbk.pdf,113,Pelatihan bagaimana persyaratan dan juknis pengolahan limbah cair /B3 serta pelaporaninya,pengolahan limbah cair,E,GRI306,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,113,Pelatihan bagaimana persyaratan dan juknis pengolahan limbah B3,pengelolaan limbah B3,E,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,114,Perseroan secara konsisten berupaya melakukan pengendalian terhadap sumber bahaya atau menghilangkan sumber bahaya,hazard control,S,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,114,Pengendalian administratif,administrative controls,S,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,114,Penggunaan APD (alat pelind uncle protective equipment) secara konsisten,personal protective equipment (PPE),S,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,114,"Kerjasama dengan pemadam kebakaran, kepolisian, rumah sakit",Emergency response collaboration,S,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,114,Formulasikan panduan tentang potensi bahaya dan penilaian risiko,hazard identification and risk assessment,S,GRI305,positive,Action,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,114,Target level kecelakaan kerja nihil (zero accident),zero work accident target,S,GRI305,positive,Commitment,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,114,"Kontrol kecelakaan kerja yang berpotensi ""Loss Manhours""",loss manhours prevention,S,GRI305,positive,Action,0.95
